frequency_GHz,central_europe_winter,tropics_august,central_europe_summer,standard,arctic_winter,arctic_summer,tropics_february
1.940269999999999868e+02,2.700990171567063385e+02,2.767266932380335902e+02,2.842325303017068450e+02,1.783615605099419668e+02,2.370565929978887425e+02,2.739736828827614659e+02,2.821523471327686821e+02
1.940420000000000016e+02,2.701004466390513699e+02,2.767400779214542581e+02,2.842346131202788797e+02,1.783619441425993841e+02,2.370109976002435417e+02,2.739691507356019429e+02,2.821620144055862056e+02
1.940569999999999879e+02,2.701018339058138054e+02,2.767534262607076698e+02,2.842366354388169043e+02,1.783623278810040347e+02,2.369654787405185914e+02,2.739645776864783784e+02,2.821716550916734718e+02
1.940720000000000027e+02,2.701031791496544088e+02,2.767667383647183215e+02,2.842385975690371538e+02,1.783627117246757052e+02,2.369200365400042472e+02,2.739599640009629979e+02,2.821812692745922959e+02
1.940869999999999891e+02,2.701044825676704590e+02,2.767800143410789246e+02,2.842404998222058907e+02,1.783630956732344828e+02,2.368746711113131482e+02,2.739553099488271073e+02,2.821908570305399167e+02
1.941020000000000039e+02,2.701057443527988653e+02,2.767932542986666817e+02,2.842423425093020910e+02,1.783634797261587437e+02,2.368293825691870040e+02,2.739506157969680089e+02,2.822004184439362007e+02
1.941169999999999902e+02,2.701069646997064524e+02,2.768064583455259822e+02,2.842441259382581507e+02,1.783638638846167339e+02,2.367841710223327425e+02,2.739458818129830888e+02,2.822099535898084923e+02
1.941320000000000050e+02,2.701081438008836813e+02,2.768196265865107648e+02,2.842458504182046113e+02,1.783642481489921181e+02,2.367390365764130138e+02,2.739411082567159497e+02,2.822194625491733859e+02
1.941469999999999914e+02,2.701092818523567303e+02,2.768327591328757080e+02,2.842475162592637616e+02,1.783646325171570481e+02,2.366939793307101070e+02,2.739362953951380746e+02,2.822289454006553910e+02
1.941620000000000061e+02,2.701103790458245157e+02,2.768458560865573190e+02,2.842491237686309660e+02,1.783650169901545723e+02,2.366489993903041977e+02,2.739314434930828384e+02,2.822384022214262700e+02
1.941769999999999925e+02,2.701114355751869311e+02,2.768589175524663233e+02,2.842506732533079798e+02,1.783654015679049678e+02,2.366040968567390053e+02,2.739265528163490444e+02,2.822478330903448978e+02
1.941920000000000073e+02,2.701124516328038681e+02,2.768719436382867798e+02,2.842521650189804632e+02,1.783657862516501211e+02,2.365592718134805352e+02,2.739216236198986394e+02,2.822572380861810757e+02
1.942069999999999936e+02,2.701134274118410872e+02,2.768849344483073764e+02,2.842535993733790178e+02,1.783661710389197594e+02,2.365145243598089735e+02,2.739166561736853396e+02,2.822666172842183983e+02
1.942220000000000084e+02,2.701143631054869729e+02,2.768978900866634376e+02,2.842549766208330198e+02,1.783665559309637558e+02,2.364698545925386668e+02,2.739116507358388617e+02,2.822759707619283631e+02
1.942369999999999948e+02,2.701152589068727821e+02,2.769108106599022108e+02,2.842562970652465992e+02,1.783669409278635953e+02,2.364252625846799276e+02,2.739066075590234846e+02,2.822852985962285288e+02
1.942520000000000095e+02,2.701161150062235379e+02,2.769236962670617004e+02,2.842575610113963194e+02,1.783673260292713962e+02,2.363807484334994342e+02,2.739015269150823428e+02,2.822946008621607916e+02
1.942669999999999959e+02,2.701169315966778868e+02,2.769365470179569684e+02,2.842587687617797769e+02,1.783677112347846787e+02,2.363363122201357953e+02,2.738964090559760507e+02,2.823038776378244847e+02
1.942820000000000107e+02,2.701177088695672523e+02,2.769493630096389438e+02,2.842599206197198782e+02,1.783680965453494025e+02,2.362919540156171081e+02,2.738912542431797306e+02,2.823131289984089562e+02
1.942969999999999970e+02,2.701184470155162671e+02,2.769621443451141545e+02,2.842610168869798599e+02,1.783684819607226757e+02,2.362476739099450356e+02,2.738860627302291277e+02,2.823223550198878229e+02
1.943120000000000118e+02,2.701191462271936530e+02,2.769748911307482899e+02,2.842620578634759454e+02,1.783688674797350018e+02,2.362034719648293333e+02,2.738808347767863438e+02,2.823315557749407390e+02
1.943269999999999982e+02,2.701198066941047387e+02,2.769876034644136098e+02,2.842630438500675041e+02,1.783692531041315306e+02,2.361593482658953462e+02,2.738755706391322065e+02,2.823407313394808966e+02
1.943420000000000130e+02,2.701204286079138797e+02,2.770002814482700728e+02,2.842639751492874893e+02,1.783696388317134733e+02,2.361153028687323285e+02,2.738702705737830456e+02,2.823498817888446979e+02
1.943569999999999993e+02,2.701210121581603403e+02,2.770129251831772308e+02,2.842648520568629920e+02,1.783700246644450260e+02,2.360713358566495685e+02,2.738649348318386956e+02,2.823590071964331401e+02
1.943720000000000141e+02,2.701215575351969846e+02,2.770255347726267701e+02,2.842656748728813909e+02,1.783704106007164683e+02,2.360274472852085808e+02,2.738595636650375695e+02,2.823681076357274833e+02
1.943870000000000005e+02,2.701220649291788618e+02,2.770381103109620540e+02,2.842664438937581508e+02,1.783707966418333513e+02,2.359836372222390537e+02,2.738541573353045351e+02,2.823771831808569459e+02
1.944019999999999868e+02,2.701225345296172122e+02,2.770506519036449617e+02,2.842671594176732128e+02,1.783711827858527101e+02,2.359399057214544371e+02,2.738487160917520669e+02,2.823862339058929365e+02
1.944170000000000016e+02,2.701229665255378904e+02,2.770631596480867529e+02,2.842678217398703282e+02,1.783715690357679762e+02,2.358962528518707131e+02,2.738432401816494348e+02,2.823952598809606798e+02
1.944319999999999879e+02,2.701233611063116200e+02,2.770756336419298691e+02,2.842684311568088447e+02,1.783719553886218137e+02,2.358526786584323531e+02,2.738377298604160046e+02,2.824042611825209406e+02
1.944470000000000027e+02,2.701237184594295968e+02,2.770880739861823940e+02,2.842689879626303195e+02,1.783723418453042484e+02,2.358091832039419273e+02,2.738321853766339018e+02,2.824132378791657061e+02
1.944619999999999891e+02,2.701240387751905700e+02,2.771004807747316931e+02,2.842694924510167880e+02,1.783727284061992577e+02,2.357657665343291455e+02,2.738266069779137979e+02,2.824221900462816279e+02
1.944770000000000039e+02,2.701243222403539335e+02,2.771128541125319202e+02,2.842699449156887681e+02,1.783731150710487157e+02,2.357224287003974155e+02,2.738209949199335256e+02,2.824311177529232282e+02
1.944919999999999902e+02,2.701245690421384325e+02,2.771251940918797914e+02,2.842703456495111709e+02,1.783735018407988662e+02,2.356791697512755661e+02,2.738153494395974121e+02,2.824400210724089675e+02
1.945070000000000050e+02,2.701247793692705841e+02,2.771375008105849247e+02,2.842706949428390431e+02,1.783738887124887640e+02,2.356359897348220045e+02,2.738096707968632018e+02,2.824489000749130128e+02
1.945219999999999914e+02,2.701249534086122708e+02,2.771497743678999086e+02,2.842709930886505276e+02,1.783742756895197203e+02,2.355928886894529342e+02,2.738039592244015239e+02,2.824577548317553237e+02
1.945370000000000061e+02,2.701250913470988735e+02,2.771620148568435411e+02,2.842712403755505193e+02,1.783746627696147300e+02,2.355498666592353345e+02,2.737982149834111283e+02,2.824665854135089944e+02
1.945519999999999925e+02,2.701251933707063131e+02,2.771742223778702510e+02,2.842714370945014366e+02,1.783750499533962000e+02,2.355069236731805518e+02,2.737924383029534283e+02,2.824753918908519950e+02
1.945670000000000073e+02,2.701252596660983158e+02,2.771863970219249609e+02,2.842715835341905404e+02,1.783754372412795988e+02,2.354640597806951519e+02,2.737866294418775510e+02,2.824841743332616488e+02
1.945819999999999936e+02,2.701252904185005264e+02,2.771985388894778453e+02,2.842716799805024266e+02,1.783758246317626686e+02,2.354212750129839833e+02,2.737807886317191333e+02,2.824929328110745814e+02
1.945970000000000084e+02,2.701252858141292563e+02,2.772106480707099081e+02,2.842717267219143764e+02,1.783762121271526837e+02,2.353785693968304145e+02,2.737749161210645639e+02,2.825016673928392947e+02
1.946119999999999948e+02,2.701252460376362023e+02,2.772227246622390453e+02,2.842717240457050707e+02,1.783765997252259581e+02,2.353359429712641600e+02,2.737690121496230518e+02,2.825103781500372975e+02
1.946270000000000095e+02,2.701251712745370810e+02,2.772347687590191754e+02,2.842716722353614500e+02,1.783769874273778271e+02,2.352933957633268847e+02,2.737630769577671686e+02,2.825190651493294922e+02
1.946419999999999959e+02,2.701250617089285697e+02,2.772467804553095334e+02,2.842715715779229981e+02,1.783773752323462247e+02,2.352509277899882534e+02,2.737571107877351437e+02,2.825277284602454415e+02
1.946570000000000107e+02,2.701249175241467242e+02,2.772587598431305196e+02,2.842714223570246759e+02,1.783777631405365298e+02,2.352085390883096920e+02,2.737511138808937972e+02,2.825363681500656412e+02
1.946719999999999970e+02,2.701247389049045751e+02,2.772707070174429873e+02,2.842712248550004119e+02,1.783781511527000418e+02,2.351662296722939800e+02,2.737450864711518079e+02,2.825449842904184834e+02
1.946870000000000118e+02,2.701245260349794535e+02,2.772826220695039865e+02,2.842709793544016748e+02,1.783785392678295523e+02,2.351239995726677137e+02,2.737390287999530187e+02,2.825535769461508266e+02
1.947019999999999982e+02,2.701242790972563625e+02,2.772945050949998063e+02,2.842706861378231338e+02,1.783789274858203271e+02,2.350818488001607136e+02,2.737329411045276970e+02,2.825621461857544432e+02
1.947170000000000130e+02,2.701239982738952108e+02,2.773063561816142624e+02,2.842703454844814814e+02,1.783793158081100501e+02,2.350397773711695208e+02,2.737268236185511228e+02,2.825706920763673793e+02
1.947319999999999993e+02,2.701236837476375854e+02,2.773181754251275493e+02,2.842699576769760483e+02,1.783797042328079669e+02,2.349977853135416694e+02,2.737206765772963877e+02,2.825792146858974547e+02
1.947470000000000141e+02,2.701233357011117846e+02,2.773299629169101195e+02,2.842695229925022318e+02,1.783800927604995366e+02,2.349558726264696134e+02,2.737145002148651542e+02,2.825877140804345800e+02
1.947620000000000005e+02,2.701229543147989034e+02,2.773417187453991914e+02,2.842690417093550650e+02,1.783804813916580372e+02,2.349140393245156417e+02,2.737082947709090490e+02,2.825961903261039083e+02
1.947769999999999868e+02,2.701225397705704268e+02,2.773534430039886729e+02,2.842685141062918319e+02,1.783808701264338481e+02,2.348722854190088185e+02,2.737020604733087339e+02,2.826046434917533929e+02
1.947920000000000016e+02,2.701220922493320700e+02,2.773651357838614899e+02,2.842679404589456453e+02,1.783812589628939804e+02,2.348306109243544881e+02,2.736957975530710883e+02,2.826130736410553936e+02
1.948069999999999879e+02,2.701216119314486264e+02,2.773767971726375094e+02,2.842673210457744517e+02,1.783816479031620759e+02,2.347890158337968955e+02,2.736895062488003418e+02,2.826214808409315538e+02
1.948220000000000027e+02,2.701210989958903497e+02,2.773884272621367586e+02,2.842666561389582398e+02,1.783820369463184932e+02,2.347475001671964208e+02,2.736831867832933654e+02,2.826298651576851171e+02
1.948369999999999891e+02,2.701205536250782302e+02,2.774000261415468458e+02,2.842659460135508880e+02,1.783824260919144251e+02,2.347060639138373404e+02,2.736768393886817421e+02,2.826382266546887649e+02
1.948520000000000039e+02,2.701199759966268061e+02,2.774115939015165964e+02,2.842651909450158882e+02,1.783828153406782349e+02,2.346647070843913809e+02,2.736704643014118687e+02,2.826465653983324842e+02
1.948669999999999902e+02,2.701193662889479583e+02,2.774231306286027348e+02,2.842643912035804874e+02,1.783832046919740151e+02,2.346234296743736820e+02,2.736640617379632090e+02,2.826548814537325711e+02
1.948820000000000050e+02,2.701187246821789358e+02,2.774346364133825205e+02,2.842635470630407895e+02,1.783835941464876953e+02,2.345822316821041227e+02,2.736576319314843317e+02,2.826631748844748699e+02
1.948969999999999914e+02,2.701180513530532608e+02,2.774461113429930492e+02,2.842626587916926724e+02,1.783839837032070932e+02,2.345411131031048626e+02,2.736511751083994568e+02,2.826714457569307228e+02
1.949120000000000061e+02,2.701173464795273276e+02,2.774575555053563676e+02,2.842617266624404806e+02,1.783843733635801243e+02,2.345000739325718087e+02,2.736446914957859917e+02,2.826796941336453415e+02
1.949269999999999925e+02,2.701166102405754827e+02,2.774689689899394693e+02,2.842607509439962428e+02,1.783847631251088046e+02,2.344591141642819139e+02,2.736381813151239157e+02,2.826879200797324643e+02
1.949420000000000073e+02,2.701158428114837875e+02,2.774803518819962278e+02,2.842597319038977162e+02,1.783851529897836770e+02,2.344182337886122127e+02,2.736316447918537733e+02,2.826961236579054457e+02
1.949569999999999936e+02,2.701150443681681850e+02,2.774917042699697731e+02,2.842586698109015515e+02,1.783855429575164067e+02,2.343774327927261538e+02,2.736250821547794772e+02,2.827043049316991983e+02
1.949720000000000084e+02,2.701142150886053628e+02,2.775030262427871435e+02,2.842575649303717569e+02,1.783859330270730652e+02,2.343367111725247582e+02,2.736184936200960465e+02,2.827124639644794684e+02
1.949869999999999948e+02,2.701133551474833894e+02,2.775143178809676670e+02,2.842564175299383464e+02,1.783863231991352336e+02,2.342960689106484438e+02,2.736118794024740737e+02,2.827206008191561182e+02
1.950020000000000095e+02,2.701124647202644837e+02,2.775255792782135700e+02,2.842552278719568903e+02,1.783867134734764761e+02,2.342555059886082915e+02,2.736052397422035938e+02,2.827287155597246624e+02
1.950169999999999959e+02,2.701115439817148740e+02,2.775368105141490673e+02,2.842539962250696135e+02,1.783871038502695683e+02,2.342150223943476135e+02,2.735985748416737238e+02,2.827368082469893125e+02
1.950320000000000107e+02,2.701105931066496169e+02,2.775480116772722567e+02,2.842527228494253677e+02,1.783874943296692948e+02,2.341746181069519253e+02,2.735918849296913891e+02,2.827448789443969872e+02
1.950469999999999970e+02,2.701096122690352104e+02,2.775591828522797755e+02,2.842514080076298342e+02,1.783878849114506693e+02,2.341342931172781334e+02,2.735851702227417377e+02,2.827529277138344241e+02
1.950620000000000118e+02,2.701086016420660485e+02,2.775703241241481578e+02,2.842500519627782296e+02,1.783882755952314199e+02,2.340940473854105051e+02,2.735784309345938823e+02,2.827609546168790189e+02
1.950769999999999982e+02,2.701075613992510398e+02,2.775814355785472003e+02,2.842486549741449267e+02,1.783886663807895729e+02,2.340538809052848421e+02,2.735716672861958045e+02,2.827689597154686112e+02
1.950920000000000130e+02,2.701064917128033471e+02,2.775925172988850704e+02,2.842472173035736773e+02,1.783890572691436489e+02,2.340137936499557441e+02,2.735648794902376153e+02,2.827769430705547506e+02
1.951069999999999993e+02,2.701053927555310565e+02,2.776035693700245588e+02,2.842457392081083185e+02,1.783894482592482689e+02,2.339737855925267240e+02,2.735580677633574282e+02,2.827849047434987710e+02
1.951220000000000141e+02,2.701042646992251548e+02,2.776145918741511878e+02,2.842442209464263101e+02,1.783898393513677263e+02,2.339338567046411583e+02,2.735512323211224839e+02,2.827928447968087085e+02
1.951370000000000005e+02,2.701031077155291200e+02,2.776255848949541019e+02,2.842426627768044796e+02,1.783902305451821917e+02,2.338940069620341546e+02,2.735443733750888669e+02,2.828007632897961230e+02
1.951519999999999868e+02,2.701019219747986426e+02,2.776365485159117270e+02,2.842410649555535542e+02,1.783906218412224121e+02,2.338542363349236552e+02,2.735374911381248921e+02,2.828086602823467501e+02
1.951670000000000016e+02,2.701007076477006308e+02,2.776474828214645072e+02,2.842394277380345784e+02,1.783910132391218895e+02,2.338145447864016830e+02,2.735305858235863070e+02,2.828165358372655191e+02
1.951819999999999879e+02,2.700994649046300538e+02,2.776583878941511898e+02,2.842377513780873528e+02,1.783914047394698912e+02,2.337749322964406815e+02,2.735236576373704338e+02,2.828243900124044217e+02
1.951970000000000027e+02,2.700981939148624633e+02,2.776692638155818145e+02,2.842360361311673955e+02,1.783917963409832055e+02,2.337353988220243366e+02,2.735167067928985034e+02,2.828322228676154282e+02
1.952119999999999891e+02,2.700968948483366034e+02,2.776801106668459056e+02,2.842342822494518941e+02,1.783921880449046000e+02,2.336959443424153733e+02,2.735097335055264693e+02,2.828400344643242761e+02
1.952270000000000039e+02,2.700955678731199896e+02,2.776909285303460138e+02,2.842324899848359223e+02,1.783925798498444237e+02,2.336565687997225780e+02,2.735027379732036934e+02,2.828478248627499170e+02
1.952419999999999902e+02,2.700942131576689462e+02,2.777017174882536210e+02,2.842306595890481731e+02,1.783929717573671496e+02,2.336172721786108468e+02,2.734957204082305680e+02,2.828555941179715205e+02
1.952570000000000050e+02,2.700928308699011495e+02,2.777124776222666469e+02,2.842287913119782843e+02,1.783933637658350904e+02,2.335780544216204646e+02,2.734886810157266837e+02,2.828633422931902714e+02
1.952719999999999914e+02,2.700914211772092699e+02,2.777232090129309654e+02,2.842268854043196598e+02,1.783937558762868036e+02,2.335389155029640449e+02,2.734816200051938608e+02,2.828710694451289100e+02
1.952870000000000061e+02,2.700899842460298146e+02,2.777339117381420692e+02,2.842249421126335278e+02,1.783941480882980954e+02,2.334998553856869137e+02,2.734745375788788806e+02,2.828787756336919870e+02
1.953019999999999925e+02,2.700885202440583726e+02,2.777445858823036815e+02,2.842229616868099811e+02,1.783945404015395866e+02,2.334608740145429522e+02,2.734674339421895866e+02,2.828864609166985247e+02
1.953170000000000073e+02,2.700870293354035994e+02,2.777552315250204060e+02,2.842209443723697859e+02,1.783949328165751353e+02,2.334219713497117255e+02,2.734603092931417336e+02,2.828941253525523507e+02
1.953319999999999936e+02,2.700855116869316817e+02,2.777658487431612002e+02,2.842188904156769240e+02,1.783953253327577215e+02,2.333831473566239936e+02,2.734531638428378528e+02,2.829017690007329975e+02
1.953470000000000084e+02,2.700839674637676922e+02,2.777764376195124782e+02,2.842168000612032301e+02,1.783957179511840252e+02,2.333444019762739288e+02,2.734459977888107005e+02,2.829093919158142967e+02
1.953619999999999948e+02,2.700823968295581494e+02,2.777869982328969627e+02,2.842146735540981695e+02,1.783961106704046244e+02,2.333057351637266663e+02,2.734388113309375967e+02,2.829169941587455810e+02
1.953770000000000095e+02,2.700807999489170470e+02,2.777975306596517839e+02,2.842125111373172786e+02,1.783965034909641076e+02,2.332671468844228286e+02,2.734316046694130478e+02,2.829245757851521716e+02
1.953919999999999959e+02,2.700791769868194478e+02,2.778080349822258199e+02,2.842103130537354900e+02,1.783968964123929482e+02,2.332286370805752824e+02,2.734243780051380099e+02,2.829321368527526488e+02
1.954070000000000107e+02,2.700775281039239530e+02,2.778185112756793274e+02,2.842080795435659866e+02,1.783972894358527697e+02,2.331902056993464782e+02,2.734171315363172994e+02,2.829396774192264843e+02
1.954219999999999970e+02,2.700758534647488318e+02,2.778289596200356186e+02,2.842058108495074862e+02,1.783976825599532106e+02,2.331518526856960989e+02,2.734098654597132168e+02,2.829471975424669381e+02
1.954370000000000118e+02,2.700741532305215173e+02,2.778393800948724106e+02,2.842035072106968983e+02,1.783980757852136492e+02,2.331135780054640918e+02,2.734025799705053146e+02,2.829546972753052501e+02
1.954519999999999982e+02,2.700724275633628508e+02,2.778497727761613874e+02,2.842011688643124785e+02,1.783984691114951318e+02,2.330753815890791998e+02,2.733952752712948495e+02,2.829621766781303904e+02
1.954670000000000130e+02,2.700706766249313660e+02,2.778601377404104369e+02,2.841987960497484096e+02,1.783988625396091550e+02,2.330372633878276645e+02,2.733879515463690382e+02,2.829696358056107783e+02
1.954819999999999993e+02,2.700689005751989953e+02,2.778704750670620456e+02,2.841963890048058374e+02,1.783992560681266752e+02,2.329992233457315365e+02,2.733806089969716595e+02,2.829770747134833755e+02
1.954970000000000141e+02,2.700670995757448622e+02,2.778807848321952179e+02,2.841939479648101496e+02,1.783996496974197612e+02,2.329612614017981400e+02,2.733732478153190755e+02,2.829844934589558534e+02
1.955120000000000005e+02,2.700652737846535274e+02,2.778910671109908321e+02,2.841914731649252985e+02,1.784000434279947456e+02,2.329233775122602310e+02,2.733658681923719200e+02,2.829918920975957235e+02
1.955269999999999868e+02,2.700634233629072014e+02,2.779013219823812619e+02,2.841889648410276550e+02,1.784004372600878128e+02,2.328855715998803930e+02,2.733584703224348686e+02,2.829992706841444488e+02
1.955420000000000016e+02,2.700615484686254035e+02,2.779115495224459664e+02,2.841864232251057274e+02,1.784008311918544223e+02,2.328478436170203167e+02,2.733510543954193963e+02,2.830066292740369249e+02
1.955569999999999879e+02,2.700596492597074416e+02,2.779217498034769847e+02,2.841838485503482730e+02,1.784012252252634596e+02,2.328101935054424132e+02,2.733436206017601080e+02,2.830139679242813031e+02
1.955720000000000027e+02,2.700577258948007966e+02,2.779319229072435178e+02,2.841812410499495627e+02,1.784016193594808612e+02,2.327726211934863727e+02,2.733361691301616361e+02,2.830212866867901198e+02
1.955869999999999891e+02,2.700557785312755641e+02,2.779420689007519627e+02,2.841786009523013945e+02,1.784020135942448917e+02,2.327351266293398453e+02,2.733287001634605531e+02,2.830285856195566225e+02
1.956020000000000039e+02,2.700538073256280995e+02,2.779521878681387079e+02,2.841759284879710776e+02,1.784024079294752880e+02,2.326977097423975636e+02,2.733212138988162110e+02,2.830358647747286795e+02
1.956169999999999902e+02,2.700518124342610236e+02,2.779622798772299461e+02,2.841732238882610773e+02,1.784028023656696860e+02,2.326603704709789326e+02,2.733137105170812333e+02,2.830431242093414994e+02
1.956320000000000050e+02,2.700497940121800298e+02,2.779723450061511016e+02,2.841704873795364392e+02,1.784031969025349724e+02,2.326231087426482702e+02,2.733061902035531716e+02,2.830503639746746671e+02
1.956469999999999914e+02,2.700477522176164484e+02,2.779823833311581893e+02,2.841677191902446680e+02,1.784035915394517531e+02,2.325859245042798307e+02,2.732986531480266876e+02,2.830575841267039436e+02
1.956620000000000061e+02,2.700456872029672013e+02,2.779923949239272361e+02,2.841649195456521397e+02,1.784039862776780581e+02,2.325488176787251575e+02,2.732910995318160872e+02,2.830647847210644841e+02
1.956769999999999925e+02,2.700435991232535002e+02,2.780023798570312010e+02,2.841620886733115299e+02,1.784043811159747577e+02,2.325117882020791171e+02,2.732835295356125016e+02,2.830719658067377509e+02
1.956920000000000073e+02,2.700414881321363509e+02,2.780123382062165547e+02,2.841592267952729003e+02,1.784047760547186670e+02,2.324748360058424339e+02,2.732759433469105375e+02,2.830791274416407646e+02
1.957069999999999936e+02,2.700393543844893998e+02,2.780222700434856051e+02,2.841563341375176037e+02,1.784051710934756159e+02,2.324379610230946867e+02,2.732683411449636424e+02,2.830862696775722611e+02
1.957220000000000084e+02,2.700371980316631380e+02,2.780321754466053790e+02,2.841534109220617097e+02,1.784055662335831016e+02,2.324011631790536683e+02,2.732607231084863315e+02,2.830933925676835656e+02
1.957369999999999948e+02,2.700350192266520821e+02,2.780420544852912599e+02,2.841504573714994990e+02,1.784059614729074212e+02,2.323644423945682433e+02,2.732530894225115503e+02,2.831004961654353451e+02
1.957520000000000095e+02,2.700328181210225011e+02,2.780519072301723895e+02,2.841474737060398184e+02,1.784063568131285820e+02,2.323277986104958757e+02,2.732454402622494740e+02,2.831075805239988199e+02
1.957669999999999959e+02,2.700305948667287339e+02,2.780617337553829884e+02,2.841444601476599132e+02,1.784067522539152435e+02,2.322912317460319116e+02,2.732377758097821925e+02,2.831146456959637021e+02
1.957820000000000107e+02,2.700283496153520559e+02,2.780715341368311329e+02,2.841414169140927015e+02,1.784071477948711504e+02,2.322547417348983458e+02,2.732300962392974952e+02,2.831216917333734955e+02
1.957969999999999970e+02,2.700260825154884401e+02,2.780813084374173627e+02,2.841383442249019140e+02,1.784075434354588197e+02,2.322183284907856660e+02,2.732224017305323969e+02,2.831287186887311691e+02
1.958120000000000118e+02,2.700237937188773003e+02,2.780910567375698861e+02,2.841352422968046767e+02,1.784079391762419391e+02,2.321819919517270705e+02,2.732146924556325303e+02,2.831357266141197329e+02
1.958269999999999982e+02,2.700214833729834254e+02,2.781007791089812144e+02,2.841321113472763500e+02,1.784083350175371265e+02,2.321457320348540350e+02,2.732069685928286731e+02,2.831427155623583189e+02
1.958420000000000130e+02,2.700191516288052753e+02,2.781104756176335400e+02,2.841289515927539924e+02,1.784087309582170349e+02,2.321095486562799692e+02,2.731992303169704996e+02,2.831496855845522305e+02
1.958569999999999993e+02,2.700167986333916019e+02,2.781201463375643357e+02,2.841257632464713083e+02,1.784091269998282030e+02,2.320734417465890829e+02,2.731914778005066751e+02,2.831566367333929293e+02
1.958720000000000141e+02,2.700144245349773655e+02,2.781297913392753003e+02,2.841225465245998976e+02,1.784095231403510411e+02,2.320374112286219770e+02,2.731837112115237005e+02,2.831635690603656030e+02
1.958870000000000005e+02,2.700120294812281259e+02,2.781394106937884203e+02,2.841193016389826198e+02,1.784099193810652650e+02,2.320014570103654705e+02,2.731759307311463090e+02,2.831704826144743379e+02
1.959019999999999868e+02,2.700096136184788520e+02,2.781490044690566492e+02,2.841160288026327407e+02,1.784103157224535039e+02,2.319655790232479831e+02,2.731681365249009446e+02,2.831773774510850785e+02
1.959170000000000016e+02,2.700071770939754856e+02,2.781585727409239439e+02,2.841127282271958165e+02,1.784107121627755816e+02,2.319297771879197683e+02,2.731603287642959117e+02,2.831842536173444955e+02
1.959319999999999879e+02,2.700047200532523561e+02,2.781681155749050163e+02,2.841094001224903991e+02,1.784111087029072849e+02,2.318940514181788615e+02,2.731525076155573970e+02,2.831911111669772367e+02
1.959470000000000027e+02,2.700022426415694667e+02,2.781776330377037993e+02,2.841060446985829913e+02,1.784115053432042828e+02,2.318584016328229609e+02,2.731446732499535415e+02,2.831979501481727084e+02
1.959619999999999891e+02,2.699997450032485631e+02,2.781871252081951411e+02,2.841026621643846966e+02,1.784119020831588784e+02,2.318228277464276346e+02,2.731368258413690455e+02,2.832047706150345334e+02
1.959770000000000039e+02,2.699972272834058344e+02,2.781965921463640825e+02,2.840992527276492865e+02,1.784122989231539123e+02,2.317873296786286232e+02,2.731289655457799768e+02,2.832115726139883805e+02
1.959919999999999902e+02,2.699946896250825148e+02,2.782060339284466295e+02,2.840958165967450668e+02,1.784126958621734786e+02,2.317519073424319345e+02,2.731210925348093497e+02,2.832183561988957194e+02
1.960070000000000050e+02,2.699921321726656629e+02,2.782154506171431763e+02,2.840923539757584990e+02,1.784130929009041040e+02,2.317165606521004975e+02,2.731132069772385762e+02,2.832251214179622139e+02
1.960219999999999914e+02,2.699895550679808593e+02,2.782248422878608949e+02,2.840888650727949880e+02,1.784134900392360237e+02,2.316812895318044241e+02,2.731053090364774789e+02,2.832318683210855852e+02
1.960370000000000061e+02,2.699869584537906917e+02,2.782342090037837465e+02,2.840853500898820698e+02,1.784138872767295538e+02,2.316460938823134370e+02,2.730973988720022589e+02,2.832385969588871717e+02
1.960519999999999925e+02,2.699843424725295336e+02,2.782435508335639156e+02,2.840818092313955390e+02,1.784142846142569852e+02,2.316109736212157486e+02,2.730894766458239928e+02,2.832453073809377884e+02
1.960670000000000073e+02,2.699817072642308631e+02,2.782528678474197932e+02,2.840782427010817059e+02,1.784146820513871603e+02,2.315759286655874689e+02,2.730815425264937630e+02,2.832519996358492449e+02
1.960819999999999936e+02,2.699790529701321589e+02,2.782621601106625917e+02,2.840746506988124906e+02,1.784150795872159563e+02,2.315409589230558254e+02,2.730735966728680637e+02,2.832586737747153620e+02
1.960970000000000084e+02,2.699763797306879951e+02,2.782714276941219396e+02,2.840710334275222522e+02,1.784154772223790530e+02,2.315060643020372595e+02,2.730656392450588328e+02,2.832653298447535803e+02
1.961119999999999948e+02,2.699736876861180122e+02,2.782806706610463152e+02,2.840673910867670315e+02,1.784158749576087928e+02,2.314712447130311261e+02,2.730576704029796815e+02,2.832719678959855401e+02
1.961270000000000095e+02,2.699709769739896501e+02,2.782898890824475870e+02,2.840637238750833831e+02,1.784162727916194058e+02,2.314365000778488195e+02,2.730496903055131952e+02,2.832785879776239426e+02
1.961419999999999959e+02,2.699682477345515395e+02,2.782990830245233838e+02,2.840600319921424557e+02,1.784166707243989549e+02,2.314018302899705759e+02,2.730416991117975840e+02,2.832851901368362633e+02
1.961570000000000107e+02,2.699655001063744635e+02,2.783082525511816812e+02,2.840563156353159684e+02,1.784170687571526912e+02,2.313672352728587214e+02,2.730336969823663367e+02,2.832917744250699457e+02
1.961719999999999970e+02,2.699627342252168205e+02,2.783173977314806393e+02,2.840525750007552119e+02,1.784174668889148734e+02,2.313327149186192173e+02,2.730256840680185633e+02,2.832983408882463436e+02
1.961870000000000118e+02,2.699599502296221658e+02,2.783265186330643246e+02,2.840488102842053308e+02,1.784178651194784209e+02,2.312982691481369670e+02,2.730176605285078040e+02,2.833048895758979597e+02
